,Number of Referrals,Tenure in Months,Offer,Internet Service,Contract,Payment Method,Total Charges,Total Revenue,Customer Status
3509,0,30,None,Yes,One Year,Credit Card,2308.6,2485.2,0
3510,6,19,None,Yes,Month-to-Month,Credit Card,577.15,577.15,0
3511,1,56,Offer B,No,Two Year,Bank Withdrawal,1402.25,3482.36,0
3512,1,36,None,No,One Year,Bank Withdrawal,720.05,1174.01,0
3513,3,57,None,Yes,Month-to-Month,Bank Withdrawal,3687.85,3775.63,0
3514,0,3,None,Yes,Month-to-Month,Credit Card,207.4,314.31,0
3515,0,52,None,Yes,Month-to-Month,Credit Card,5138.1,7443.78,0
3516,0,2,Offer E,No,Month-to-Month,Mailed Check,40.9,127.44,0
3517,0,17,None,Yes,Month-to-Month,Credit Card,382.8,382.8,0
3518,0,1,None,Yes,Month-to-Month,Bank Withdrawal,75.35,103.84,1
3519,0,68,None,Yes,Month-to-Month,Bank Withdrawal,6503.2,7840.76,0
3520,0,57,None,No,Two Year,Credit Card,1118.8,3326.41,0
3521,5,72,Offer A,Yes,Two Year,Bank Withdrawal,3983.6,5728.88,0
3522,0,26,None,Yes,Month-to-Month,Credit Card,2281.6,3261.54,0
3523,0,14,None,Yes,Two Year,Bank Withdrawal,1054.8,1569.02,0
3524,0,30,Offer C,Yes,Month-to-Month,Bank Withdrawal,3096.9,4211.6,0
3525,0,66,None,Yes,One Year,Credit Card,1983.15,1983.15,0
3526,1,49,Offer B,Yes,Month-to-Month,Bank Withdrawal,4733.1,7074.43,0
3527,10,15,Offer D,No,One Year,Credit Card,335.95,1035.55,0
3528,4,71,None,Yes,Two Year,Credit Card,5956.85,7030.37,0
3529,0,39,None,No,Two Year,Credit Card,762.45,1924.26,0
3530,2,67,None,Yes,Two Year,Credit Card,3623.95,3623.95,0
3531,6,31,None,Yes,Month-to-Month,Credit Card,1647.0,2423.24,0
3532,0,50,None,Yes,Two Year,Bank Withdrawal,5551.15,6936.15,1
3533,0,13,Offer D,No,Two Year,Credit Card,243.65,487.14,0
3534,1,47,Offer B,Yes,One Year,Bank Withdrawal,4391.45,5124.18,0
3535,0,10,Offer D,Yes,Month-to-Month,Credit Card,255.25,295.25,1
3536,1,23,None,Yes,Month-to-Month,Bank Withdrawal,1968.1,2374.95,0
3537,1,57,None,No,One Year,Credit Card,1061.6,3430.52,0
3538,9,56,None,Yes,Month-to-Month,Bank Withdrawal,4902.8,7300.16,0
3539,0,10,Offer D,No,Month-to-Month,Credit Card,270.15,440.25,0
3540,1,30,Offer C,Yes,Month-to-Month,Bank Withdrawal,1923.5,2417.9,0
3541,0,43,None,Yes,Two Year,Bank Withdrawal,3645.6,4024.43,0
3542,0,54,Offer B,Yes,One Year,Bank Withdrawal,4350.1,5002.42,1
3543,10,9,None,Yes,Month-to-Month,Bank Withdrawal,647.5,720.4,0
3544,0,27,None,Yes,Month-to-Month,Bank Withdrawal,2272.8,3061.64,0
3545,0,20,Offer D,No,Month-to-Month,Credit Card,347.65,1024.85,0
3546,1,7,Offer E,Yes,Month-to-Month,Bank Withdrawal,451.1,564.35,1
3547,0,6,None,Yes,Month-to-Month,Bank Withdrawal,270.95,527.91,1
3548,6,51,None,Yes,One Year,Credit Card,5686.4,7029.35,0
3549,0,2,None,Yes,Month-to-Month,Credit Card,140.7,212.82,1
3550,0,1,Offer E,No,Month-to-Month,Credit Card,20.05,39.92,1
3551,0,1,None,Yes,Month-to-Month,Credit Card,70.7,109.51,0
3552,0,38,None,Yes,One Year,Bank Withdrawal,3187.65,4141.83,0
3553,0,11,None,Yes,Month-to-Month,Credit Card,866.4,1015.45,0
3554,0,56,None,Yes,One Year,Bank Withdrawal,5914.4,7760.48,0
3555,10,72,Offer A,Yes,Two Year,Bank Withdrawal,8182.75,10270.75,0
3556,0,13,None,No,One Year,Mailed Check,273.25,618.66,0
3557,0,1,None,Yes,Month-to-Month,Bank Withdrawal,75.55,82.66,0
3558,8,7,None,Yes,Month-to-Month,Bank Withdrawal,477.55,766.09,0
3559,7,51,None,No,Two Year,Mailed Check,1281.25,2325.22,0
3560,5,29,None,Yes,One Year,Bank Withdrawal,1228.65,1228.65,0
3561,0,1,Offer E,Yes,Month-to-Month,Mailed Check,50.15,89.93,1
3562,0,1,Offer E,No,Month-to-Month,Credit Card,20.6,67.86,1
3563,0,26,None,Yes,One Year,Bank Withdrawal,1908.35,3198.21,0
3564,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,323.25,364.74,1
3565,0,1,None,Yes,Month-to-Month,Bank Withdrawal,75.35,118.17,1
3566,3,67,Offer A,Yes,Two Year,Credit Card,7009.5,9712.95,0
3567,3,65,Offer B,Yes,Month-to-Month,Bank Withdrawal,6914.95,9621.1,0
3568,0,43,None,Yes,One Year,Credit Card,4532.3,5100.47,0
3569,0,39,Offer C,Yes,Month-to-Month,Bank Withdrawal,2011.4,2011.4,1
3570,9,9,None,No,Two Year,Credit Card,191.1,468.57,0
3571,1,30,None,Yes,Month-to-Month,Bank Withdrawal,2570.2,2877.4,0
3572,3,32,None,Yes,Month-to-Month,Bank Withdrawal,1864.65,3357.77,0
3573,1,25,None,Yes,One Year,Credit Card,1355.45,2259.7,0
3574,0,13,Offer D,No,Two Year,Credit Card,265.75,397.18,0
3575,4,3,Offer E,No,Month-to-Month,Credit Card,45.75,169.83,0
3576,0,2,None,No,Month-to-Month,Credit Card,36.8,68.46,0
3577,1,67,Offer A,Yes,Two Year,Bank Withdrawal,3838.2,4578.5,0
3578,3,66,None,Yes,One Year,Bank Withdrawal,7076.35,8514.49,0
3579,8,4,None,Yes,Month-to-Month,Bank Withdrawal,217.1,395.66,0
3580,6,50,Offer B,Yes,One Year,Bank Withdrawal,4042.2,6501.2,0
3581,0,60,Offer B,Yes,Month-to-Month,Bank Withdrawal,3027.4,3027.4,1
3582,0,64,None,Yes,One Year,Credit Card,6889.8,8550.6,0
3583,0,59,Offer B,No,Two Year,Bank Withdrawal,1493.1,3925.67,0
3584,0,51,Offer B,Yes,Month-to-Month,Bank Withdrawal,4149.45,6491.61,0
3585,0,1,None,Yes,Month-to-Month,Bank Withdrawal,45.3,71.71,1
3586,0,10,Offer D,Yes,One Year,Credit Card,685.55,1060.05,0
3587,1,17,None,Yes,Month-to-Month,Credit Card,920.5,1264.41,0
3588,1,18,None,Yes,Month-to-Month,Bank Withdrawal,669.85,669.85,1
3589,0,1,Offer E,No,Month-to-Month,Bank Withdrawal,20.65,22.12,0
3590,1,58,Offer B,Yes,Two Year,Bank Withdrawal,6144.55,7767.97,1
3591,10,59,Offer B,Yes,Two Year,Credit Card,6034.85,8734.1,0
3592,0,2,None,Yes,Month-to-Month,Bank Withdrawal,168.5,272.06,0
3593,0,24,None,Yes,Month-to-Month,Credit Card,1381.2,2105.52,0
3594,1,47,Offer B,No,Two Year,Bank Withdrawal,921.55,3078.85,0
3595,1,3,None,Yes,Month-to-Month,Credit Card,242.95,347.78,1
3596,5,55,None,Yes,Two Year,Credit Card,3112.05,3241.85,0
3597,1,43,Offer B,Yes,Month-to-Month,Bank Withdrawal,4687.9,5312.26,1
3598,0,1,Offer E,Yes,Month-to-Month,Mailed Check,45.95,92.12,1
3599,0,11,None,Yes,Month-to-Month,Bank Withdrawal,791.75,1219.43,1
3600,0,60,None,Yes,Two Year,Bank Withdrawal,3237.05,3237.05,0
3601,0,72,None,Yes,Two Year,Credit Card,4671.7,4671.7,0
3602,5,69,None,No,Two Year,Bank Withdrawal,1673.4,3092.93,0
3603,7,29,Offer C,Yes,Two Year,Bank Withdrawal,2357.75,3423.5,0
3604,9,71,Offer A,Yes,Two Year,Bank Withdrawal,6342.7,9160.17,0
3605,4,48,Offer B,Yes,Month-to-Month,Credit Card,5083.55,6967.55,0
3606,3,36,None,Yes,Month-to-Month,Bank Withdrawal,3440.25,3655.89,0
3607,9,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,141.65,211.63,0
3608,5,50,Offer B,Yes,One Year,Bank Withdrawal,3876.2,4349.7,0
3609,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,244.1,361.07,0
3610,0,31,None,No,Two Year,Credit Card,638.55,1710.22,0
3611,0,63,Offer B,Yes,One Year,Bank Withdrawal,2588.95,2588.95,0
3612,0,54,Offer B,Yes,Two Year,Credit Card,2424.05,2514.05,0
3613,1,56,Offer B,Yes,One Year,Bank Withdrawal,3512.15,5736.47,0
3614,6,43,None,Yes,Two Year,Credit Card,3574.5,4480.94,0
3615,0,25,None,Yes,Month-to-Month,Bank Withdrawal,2686.05,2946.05,0
3616,0,25,Offer C,Yes,Month-to-Month,Credit Card,2655.25,3813.75,1
3617,1,62,Offer B,Yes,Two Year,Credit Card,4284.2,4681.62,0
3618,10,49,Offer B,Yes,Month-to-Month,Credit Card,4494.65,5069.91,0
3619,0,1,None,Yes,Month-to-Month,Credit Card,45.8,59.42,0
3620,0,8,Offer E,Yes,Month-to-Month,Credit Card,216.45,226.45,0
3621,1,1,None,Yes,Month-to-Month,Bank Withdrawal,69.8,80.88,1
3622,4,72,Offer A,Yes,Two Year,Mailed Check,8331.95,8735.15,0
3623,6,63,Offer B,Yes,Two Year,Bank Withdrawal,3221.25,4779.37,0
3624,0,54,Offer B,Yes,Month-to-Month,Credit Card,4869.5,6776.78,0
3625,1,33,Offer C,Yes,One Year,Mailed Check,3467.0,4840.13,1
3626,0,31,None,Yes,Month-to-Month,Bank Withdrawal,2168.15,2366.55,0
3627,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,1008.55,1284.25,1
3628,7,59,Offer B,Yes,One Year,Credit Card,6557.75,8945.48,0
3629,0,9,None,Yes,Month-to-Month,Bank Withdrawal,870.25,1249.15,0
3630,0,10,None,Yes,Month-to-Month,Bank Withdrawal,291.4,401.4,1
3631,0,1,None,No,Month-to-Month,Bank Withdrawal,19.95,37.56,1
3632,0,4,None,No,Month-to-Month,Credit Card,59.25,198.69,0
3633,0,38,None,Yes,Two Year,Bank Withdrawal,3653.0,5391.66,0
3634,0,16,None,Yes,Month-to-Month,Bank Withdrawal,1212.85,1821.17,0
3635,0,67,Offer A,No,Two Year,Bank Withdrawal,1311.75,2338.19,0
3636,0,20,None,No,Two Year,Credit Card,406.95,724.35,0
3637,2,64,None,Yes,Two Year,Mailed Check,4759.55,5913.47,0
3638,1,28,None,Yes,One Year,Bank Withdrawal,2768.35,3533.87,0
3639,3,71,Offer A,Yes,One Year,Credit Card,6770.85,9222.48,0
3640,0,21,None,Yes,One Year,Credit Card,2239.4,3001.91,0
3641,0,3,Offer E,Yes,Two Year,Bank Withdrawal,335.75,449.09,0
3642,3,31,Offer C,Yes,One Year,Bank Withdrawal,3082.1,4213.29,0
3643,6,37,None,Yes,Month-to-Month,Mailed Check,2030.75,3044.92,0
3644,1,68,None,Yes,Two Year,Bank Withdrawal,7467.5,8723.46,0
3645,0,34,None,Yes,Month-to-Month,Bank Withdrawal,2896.6,3696.96,0
3646,0,9,Offer E,Yes,Month-to-Month,Mailed Check,539.85,539.85,1
3647,6,28,Offer C,Yes,Month-to-Month,Credit Card,1410.25,2569.73,0
3648,0,3,None,Yes,Month-to-Month,Mailed Check,90.05,90.05,0
3649,3,11,Offer D,No,Two Year,Credit Card,202.3,230.02,0
3650,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,160.75,209.37,1
3651,0,17,None,Yes,One Year,Credit Card,681.4,902.74,0
3652,1,69,None,Yes,Two Year,Credit Card,7261.75,10221.85,0
3653,8,37,Offer C,Yes,Two Year,Credit Card,3460.95,3946.76,0
3654,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,102.5,102.5,1
3655,0,1,Offer E,Yes,Month-to-Month,Credit Card,90.85,99.41,1
3656,2,72,Offer A,Yes,One Year,Bank Withdrawal,8003.8,10771.48,0
3657,4,8,None,Yes,Month-to-Month,Bank Withdrawal,759.55,936.67,0
3658,1,49,None,Yes,One Year,Credit Card,1782.0,1782.0,0
3659,0,27,None,No,Two Year,Credit Card,470.0,1756.55,0
3660,0,4,None,Yes,Month-to-Month,Credit Card,237.2,290.44,0
3661,0,72,None,Yes,Two Year,Credit Card,7875.0,9405.72,0
3662,2,2,Offer E,Yes,Month-to-Month,Credit Card,143.65,182.47,0
3663,0,2,None,No,One Year,Credit Card,47.7,110.6,0
3664,0,67,Offer A,Yes,One Year,Bank Withdrawal,6989.45,9601.11,0
3665,0,9,None,Yes,Month-to-Month,Mailed Check,620.55,853.84,1
3666,0,4,None,Yes,Month-to-Month,Mailed Check,193.6,253.88,1
3667,0,22,Offer D,Yes,Month-to-Month,Credit Card,1600.25,2317.95,0
3668,0,48,None,Yes,One Year,Bank Withdrawal,3772.65,5753.13,0
3669,0,47,None,No,Two Year,Credit Card,945.7,3046.13,0
3670,5,66,Offer A,Yes,Two Year,Bank Withdrawal,4370.25,7370.65,0
3671,0,37,None,No,One Year,Bank Withdrawal,755.4,1133.91,0
3672,1,1,None,Yes,Month-to-Month,Bank Withdrawal,95.1,99.99,1
3673,5,22,None,Yes,Month-to-Month,Mailed Check,880.2,880.2,1
3674,7,56,None,Yes,Two Year,Credit Card,3346.8,4410.24,0
3675,0,72,Offer A,Yes,Two Year,Credit Card,8192.6,10729.88,0
3676,0,10,Offer D,Yes,Month-to-Month,Credit Card,865.1,1278.75,0
3677,0,9,None,Yes,Month-to-Month,Credit Card,653.25,963.12,0
3678,0,35,None,No,Month-to-Month,Bank Withdrawal,617.65,1941.0,0
3679,0,1,None,Yes,Month-to-Month,Bank Withdrawal,69.5,190.7,1
3680,10,54,None,Yes,Month-to-Month,Bank Withdrawal,3919.15,5817.79,0
3681,0,1,None,Yes,Month-to-Month,Bank Withdrawal,85.7,131.51,1
3682,0,63,Offer B,Yes,Two Year,Bank Withdrawal,6536.5,9607.75,0
3683,0,53,Offer B,Yes,One Year,Credit Card,5206.55,7039.29,0
3684,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,75.7,84.75,1
3685,1,67,None,Yes,One Year,Credit Card,3994.05,4431.56,0
3686,9,71,None,Yes,Two Year,Credit Card,5894.5,6809.17,0
3687,5,42,Offer B,Yes,One Year,Credit Card,3923.8,4331.34,0
3688,4,12,None,No,Two Year,Credit Card,274.7,749.78,0
3689,10,57,None,Yes,One Year,Bank Withdrawal,5199.8,7857.14,0
3690,5,35,Offer C,Yes,One Year,Bank Withdrawal,3165.6,3219.15,0
3691,0,33,None,Yes,One Year,Credit Card,1113.95,1113.95,0
3692,1,62,None,No,One Year,Bank Withdrawal,1476.25,2498.01,0
3693,0,25,Offer C,Yes,Month-to-Month,Bank Withdrawal,1952.25,2344.21,0
3694,1,26,None,Yes,Month-to-Month,Credit Card,2196.45,3295.21,0
3695,0,39,None,Yes,Month-to-Month,Credit Card,1131.3,1281.3,1
3696,0,34,None,Yes,One Year,Bank Withdrawal,2053.05,3555.7,0
3697,4,49,None,Yes,One Year,Credit Card,4345.0,5965.43,0
3698,0,19,None,Yes,Month-to-Month,Bank Withdrawal,733.35,733.35,1
3699,0,17,None,Yes,Month-to-Month,Credit Card,934.15,1506.71,0
3700,0,53,Offer B,Yes,Month-to-Month,Credit Card,4348.1,7006.78,0
3701,10,1,None,Yes,Month-to-Month,Credit Card,48.75,75.01,0
3702,7,70,Offer A,Yes,Two Year,Credit Card,4664.15,6409.25,0
3703,0,2,Offer E,Yes,Month-to-Month,Credit Card,102.75,187.85,1
3704,0,28,None,Yes,Month-to-Month,Bank Withdrawal,2626.15,3892.87,0
3705,0,27,None,No,One Year,Credit Card,595.05,1179.87,0
3706,1,72,Offer A,Yes,Two Year,Credit Card,6511.8,8278.2,0
3707,3,7,None,Yes,Month-to-Month,Bank Withdrawal,149.05,149.05,0
3708,4,31,Offer C,Yes,Two Year,Bank Withdrawal,2633.4,2797.7,0
3709,1,33,None,Yes,Month-to-Month,Bank Withdrawal,3409.6,3783.16,1
3710,8,68,Offer A,No,Two Year,Bank Withdrawal,1664.3,1848.58,0
3711,0,32,None,Yes,Month-to-Month,Bank Withdrawal,2871.5,4385.1,0
3712,0,4,None,No,Month-to-Month,Mailed Check,78.9,159.54,0
3713,0,64,Offer B,Yes,One Year,Credit Card,6603.8,7240.6,0
3714,0,26,None,Yes,Month-to-Month,Bank Withdrawal,2146.5,3195.6,0
3715,9,71,Offer A,Yes,Two Year,Credit Card,3353.4,3334.76,0
3716,0,13,None,Yes,Month-to-Month,Bank Withdrawal,1008.7,1171.72,1
3717,0,41,None,Yes,Two Year,Bank Withdrawal,3959.15,4352.72,0
3718,0,8,Offer E,Yes,Month-to-Month,Bank Withdrawal,649.65,847.73,1
3719,0,41,None,No,Two Year,Credit Card,810.45,905.57,0
3720,0,47,Offer B,Yes,Two Year,Credit Card,3510.3,3673.39,0
3721,3,29,None,Yes,Month-to-Month,Bank Withdrawal,2149.05,2305.36,0
3722,0,8,Offer E,Yes,Month-to-Month,Bank Withdrawal,221.9,221.9,1
3723,0,57,None,Yes,Two Year,Bank Withdrawal,6465.0,9250.02,1
3724,0,42,Offer B,Yes,Month-to-Month,Bank Withdrawal,2536.55,3463.91,0
3725,0,57,None,Yes,Month-to-Month,Bank Withdrawal,4884.85,6494.41,0
3726,0,1,None,Yes,Month-to-Month,Bank Withdrawal,74.7,86.04,1
3727,3,45,Offer B,No,Two Year,Credit Card,929.2,2685.55,0
3728,0,54,Offer B,Yes,Month-to-Month,Bank Withdrawal,4308.25,4720.81,0
3729,1,33,None,Yes,Month-to-Month,Bank Withdrawal,3105.55,4022.29,1
3730,4,52,None,Yes,One Year,Credit Card,1958.95,1958.95,0
3731,1,71,Offer A,Yes,Two Year,Bank Withdrawal,6325.25,7633.07,0
3732,2,72,None,Yes,Two Year,Bank Withdrawal,6716.45,7427.81,0
3733,9,72,None,Yes,Two Year,Credit Card,6369.45,7155.69,0
3734,2,40,Offer B,No,Two Year,Credit Card,1024.7,2362.3,0
3735,1,64,None,Yes,Two Year,Bank Withdrawal,3423.5,3423.5,0
3736,4,26,None,No,Month-to-Month,Credit Card,493.95,1129.39,0
3737,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,86.6,86.6,1
3738,2,52,Offer B,No,One Year,Credit Card,1071.6,3124.56,0
3739,5,62,None,Yes,One Year,Credit Card,5936.55,6643.97,0
3740,1,42,None,Yes,One Year,Bank Withdrawal,3088.25,3709.85,0
3741,0,11,Offer D,Yes,Month-to-Month,Credit Card,827.7,1262.94,0
3742,1,68,Offer A,Yes,Two Year,Bank Withdrawal,7856.0,9465.56,1
3743,10,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3893.6,3959.2,0
3744,9,72,None,Yes,Two Year,Credit Card,4719.75,4719.75,0
3745,0,1,None,Yes,Month-to-Month,Credit Card,80.85,95.76,1
3746,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,131.65,162.29,1
3747,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,187.45,198.43,1
3748,0,49,None,Yes,Two Year,Credit Card,4917.75,5462.14,0
3749,0,36,Offer C,Yes,Month-to-Month,Bank Withdrawal,3186.7,4026.58,1
3750,1,56,Offer B,Yes,One Year,Credit Card,6068.65,7978.25,0
3751,4,72,None,Yes,Two Year,Bank Withdrawal,7470.1,10385.38,0
3752,1,71,None,Yes,Month-to-Month,Credit Card,7548.1,10718.96,1
3753,0,11,None,Yes,Two Year,Bank Withdrawal,874.2,1331.58,0
3754,5,11,None,Yes,Month-to-Month,Bank Withdrawal,1133.65,1323.4,1
3755,1,51,None,Yes,One Year,Bank Withdrawal,3014.65,3014.65,1
3756,1,29,None,Yes,Month-to-Month,Credit Card,2621.75,3596.73,0
3757,6,53,None,Yes,One Year,Bank Withdrawal,5043.2,6789.02,0
3758,0,4,None,Yes,Month-to-Month,Bank Withdrawal,184.4,233.48,1
3759,4,46,None,No,Two Year,Mailed Check,936.85,1622.71,0
3760,8,72,None,No,Two Year,Bank Withdrawal,1750.7,2397.26,0
3761,7,63,Offer B,Yes,One Year,Credit Card,5224.5,7398.63,0
3762,0,60,Offer B,Yes,One Year,Bank Withdrawal,6176.6,9111.8,0
3763,1,10,None,Yes,Month-to-Month,Bank Withdrawal,1064.65,1309.45,1
3764,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,298.35,363.93,1
3765,0,32,Offer C,Yes,Month-to-Month,Bank Withdrawal,2596.15,2643.83,1
3766,0,35,None,Yes,Month-to-Month,Bank Withdrawal,3418.2,5014.9,0
3767,4,72,None,Yes,Two Year,Bank Withdrawal,8022.85,9351.09,0
3768,1,48,Offer B,Yes,One Year,Credit Card,2651.2,4489.6,0
3769,0,32,Offer C,Yes,Month-to-Month,Credit Card,2628.6,4195.0,1
3770,5,53,None,Yes,Month-to-Month,Bank Withdrawal,2495.2,2495.2,0
3771,0,7,None,Yes,Month-to-Month,Bank Withdrawal,418.3,476.33,0
3772,0,46,None,No,Two Year,Bank Withdrawal,907.05,1524.37,0
3773,0,12,Offer D,Yes,Month-to-Month,Bank Withdrawal,605.75,605.75,0
3774,8,64,None,Yes,One Year,Bank Withdrawal,5980.75,8378.83,0
3775,0,15,None,No,One Year,Credit Card,270.6,624.0,0
3776,0,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3990.6,5187.39,0
3777,0,51,Offer B,No,One Year,Bank Withdrawal,1266.4,2970.85,0
3778,1,28,None,Yes,One Year,Bank Withdrawal,1381.8,1593.68,0
3779,0,66,Offer A,Yes,Two Year,Bank Withdrawal,4193.4,4323.4,0
3780,0,2,None,Yes,Month-to-Month,Bank Withdrawal,183.75,196.15,1
3781,1,43,None,Yes,Two Year,Credit Card,3566.6,5333.04,0
3782,1,58,Offer B,Yes,Two Year,Credit Card,4415.75,4582.21,0
3783,8,66,Offer A,Yes,Two Year,Bank Withdrawal,5234.95,7545.61,0
3784,5,71,None,Yes,Two Year,Bank Withdrawal,8100.25,8448.86,0
3785,7,31,None,No,Two Year,Credit Card,755.6,973.53,0
3786,5,71,None,No,One Year,Bank Withdrawal,1539.75,4721.97,0
3787,4,31,Offer C,Yes,Month-to-Month,Credit Card,2929.75,3624.77,0
3788,1,48,Offer B,Yes,Two Year,Bank Withdrawal,4473.45,4766.25,0
3789,7,72,Offer A,Yes,Two Year,Credit Card,5329.0,6139.72,0
3790,4,72,Offer A,Yes,Two Year,Credit Card,5396.25,7821.21,0
3791,0,54,None,Yes,Month-to-Month,Credit Card,5295.7,7413.62,0
3792,0,72,Offer A,No,Two Year,Credit Card,1789.9,1960.54,0
3793,8,60,Offer B,Yes,Month-to-Month,Credit Card,5475.9,6408.3,0
3794,7,65,Offer B,Yes,One Year,Bank Withdrawal,7047.5,8320.2,0
3795,2,34,Offer C,Yes,Month-to-Month,Bank Withdrawal,1442.6,1442.6,0
3796,0,37,None,Yes,Two Year,Credit Card,2302.35,4213.19,0
3797,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,367.95,494.23,0
3798,8,62,Offer B,Yes,Month-to-Month,Bank Withdrawal,6487.2,7551.7,0
3799,0,52,Offer B,Yes,One Year,Credit Card,4297.6,6528.4,0
3800,9,8,None,No,Month-to-Month,Credit Card,158.35,198.19,0
3801,0,69,Offer A,No,Two Year,Credit Card,1346.2,3083.62,0
3802,0,12,Offer D,Yes,Month-to-Month,Bank Withdrawal,1021.75,1422.07,0
3803,3,5,Offer E,Yes,Month-to-Month,Credit Card,125.5,125.5,0
3804,0,2,None,Yes,Month-to-Month,Bank Withdrawal,178.1,230.2,1
3805,0,1,Offer E,Yes,Month-to-Month,Mailed Check,24.2,24.2,0
3806,0,28,Offer C,Yes,Month-to-Month,Bank Withdrawal,1522.65,2867.73,0
3807,0,3,None,Yes,Month-to-Month,Bank Withdrawal,174.2,297.17,0
3808,0,58,Offer B,No,Two Year,Credit Card,1513.6,1651.64,0
3809,0,1,Offer E,No,Month-to-Month,Credit Card,20.2,65.69,1
3810,0,9,None,Yes,Month-to-Month,Credit Card,732.5,1009.7,1
3811,4,71,None,Yes,Two Year,Bank Withdrawal,7555.0,8357.66,0
3812,1,72,None,Yes,Two Year,Bank Withdrawal,4664.5,4724.5,0
3813,0,13,None,Yes,Month-to-Month,Bank Withdrawal,973.45,1374.89,1
3814,1,51,None,Yes,Month-to-Month,Bank Withdrawal,4812.75,5887.83,1
3815,0,2,Offer E,Yes,Month-to-Month,Credit Card,105.6,116.54,0
3816,0,20,Offer D,Yes,Month-to-Month,Bank Withdrawal,1761.45,1872.25,1
3817,4,18,Offer D,Yes,Month-to-Month,Credit Card,908.75,1556.03,0
3818,0,37,Offer C,Yes,One Year,Credit Card,3778.0,5210.64,0
3819,0,50,None,Yes,Month-to-Month,Bank Withdrawal,4113.7,6513.2,0
3820,0,21,Offer D,No,Month-to-Month,Credit Card,452.2,634.48,0
3821,1,36,None,Yes,Month-to-Month,Credit Card,3132.75,4016.19,1
3822,7,69,Offer A,Yes,Two Year,Bank Withdrawal,7665.8,10295.73,0
3823,0,1,None,Yes,Month-to-Month,Bank Withdrawal,70.6,97.72,1
3824,5,72,Offer A,Yes,One Year,Credit Card,7459.0,8848.28,0
3825,3,71,Offer A,Yes,Two Year,Credit Card,6293.75,6968.25,0
3826,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,35.75,35.75,1
3827,0,5,None,Yes,Month-to-Month,Mailed Check,486.85,719.1,1
3828,0,34,Offer C,Yes,Month-to-Month,Bank Withdrawal,3549.25,4286.71,1
3829,0,38,None,No,One Year,Credit Card,678.2,2222.52,0
3830,0,22,None,Yes,Month-to-Month,Bank Withdrawal,2162.6,2407.9,0
3831,0,45,None,Yes,Month-to-Month,Bank Withdrawal,2298.55,3171.1,0
3832,1,8,None,Yes,Month-to-Month,Bank Withdrawal,613.4,981.8,1
3833,4,15,Offer D,No,Month-to-Month,Mailed Check,272.95,515.85,0
3834,0,52,None,Yes,Month-to-Month,Bank Withdrawal,5568.35,7523.55,1
3835,0,66,Offer A,Yes,One Year,Bank Withdrawal,3027.25,3027.25,0
3836,0,66,Offer A,Yes,One Year,Credit Card,4174.35,6582.03,0
3837,1,32,None,Yes,Month-to-Month,Credit Card,2483.05,2549.61,1
3838,0,12,None,Yes,Month-to-Month,Bank Withdrawal,523.1,897.74,0
3839,1,32,Offer C,Yes,Month-to-Month,Bank Withdrawal,2404.15,3441.91,0
3840,0,1,None,Yes,Month-to-Month,Bank Withdrawal,79.6,98.92,1
3841,5,60,None,Yes,Two Year,Bank Withdrawal,4946.7,5786.7,0
3842,0,37,None,Yes,Month-to-Month,Bank Withdrawal,3475.55,4612.19,1
3843,0,9,Offer E,No,Month-to-Month,Credit Card,180.7,404.71,0
3844,2,67,Offer A,Yes,Two Year,Credit Card,3281.65,3281.65,0
3845,6,65,None,Yes,One Year,Bank Withdrawal,4555.2,6411.97,0
3846,0,5,None,Yes,Month-to-Month,Bank Withdrawal,383.65,547.7,0
3847,0,16,None,Yes,Month-to-Month,Bank Withdrawal,875.35,967.99,0
3848,0,5,Offer E,Yes,Month-to-Month,Bank Withdrawal,262.3,348.1,0
3849,0,8,Offer E,Yes,Month-to-Month,Credit Card,548.9,559.14,0
3850,0,71,None,No,Two Year,Bank Withdrawal,1719.15,1908.01,0
3851,0,57,None,Yes,Two Year,Credit Card,5229.8,7053.69,0
3852,0,4,None,Yes,Month-to-Month,Credit Card,442.85,493.57,1
3853,1,30,None,Yes,Month-to-Month,Mailed Check,2351.45,2437.25,0
3854,0,1,None,Yes,Month-to-Month,Bank Withdrawal,101.45,111.83,1
3855,1,25,None,Yes,Month-to-Month,Bank Withdrawal,2257.75,2873.75,1
3856,0,32,None,Yes,Month-to-Month,Bank Withdrawal,1739.6,2764.24,0
3857,0,10,Offer D,Yes,Month-to-Month,Credit Card,638.95,743.75,0
